Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Spon Rating,Ind Grp RS,PE Ratio
DSL,10.53,102,-0.85,55,,28,E,,,,C+,
DXYZ,28.03,102,-6.00,78,,29,C-,,,,C+,
ECAT,13.40,102,-1.90,23,,24,E,,,D,C+,
EMO,53.01,102,-0.45,7,,83,B,,,,C+,
EOI,18.10,102,-2.74,-6,,28,E,,,,C+,
EOS,19.51,102,-2.25,41,,24,E,,,,C+,
ETB,13.98,102,-2.51,99,,37,E,,,,C+,
ETG,19.54,102,-1.66,53,,33,E,,,,C+,
ETHE,16.18,102,-2.88,-51,,17,D+,,,,C+,
ETJ,7.88,102,-1.50,37,,29,E,,,,C+,
ETV,13.28,102,-2.06,-7,,37,E,,,,C+,
ETY,13.19,102,-1.79,-6,,26,E,,,,C+,
EVT,23.78,102,-1.16,78,,46,D+,,,,C+,
FFA,19.66,102,-1.60,-13,,35,D-,,,,C+,
FFC,15.18,102,-1.04,53,,33,E,,,,C+,
FINS,12.39,102,-1.74,-17,,35,D-,,,,C+,
FPF,17.33,102,-2.70,37,,32,D+,,,,C+,
FTHY,13.39,102,-0.96,54,,33,E,,,C,C+,
GAB,5.51,102,0.00,-5,,33,C-,,,,C+,
GAM,56.86,102,-2.62,30,,75,C+,,,,C+,
GBTC,51.37,102,-3.69,-35,,14,D-,,,A,C+,
GCV,4.25,102,-1.85,11,,71,B-,,,,C+,
GDL,8.29,102,0.36,55,,52,D-,,,D,C+,
GDLC,30.28,102,-3.51,-54,,15,D-,,,,C+,
GDV,26.19,102,-1.24,-28,,52,D-,,,,C+,
GGN,5.24,102,2.14,-49,,76,C,,,,C+,
GGZ,14.84,102,-1.98,87,,76,E,,,,C+,
GLQ,7.35,102,-3.16,15,,65,D+,,,D,C+,
GLU,19.07,102,-1.85,16,,73,D-,,,,C+,
GLV,5.87,102,-1.01,-30,,61,E,,,D,C+,
GNT,8.20,102,0.24,-78,,86,C-,,,,C+,
GRF,10.00,102,-0.99,-71,,70,E,,,,C+,
GRX,9.00,102,-0.22,-46,,37,D,,,,C+,
GUT,5.90,102,-0.67,-3,,61,C-,,,,C+,
HEQ,10.52,102,-1.41,31,,52,D-,,,,C+,
HPF,15.15,102,-1.37,0,,33,E,,,,C+,
HPI,15.29,102,-2.49,-7,,33,D-,,,,C+,
HPS,13.92,102,-1.97,1,,37,D+,,,,C+,
HQH,17.43,102,-3.81,17,,52,B-,,,,C+,
HQL,16.05,102,-2.96,-23,,77,D+,,,,C+,
IDE,12.29,102,-0.89,32,,70,C-,,,,C+,
IGA,9.30,102,-1.38,21,,35,C-,,,,C+,
IGR,4.16,102,-1.65,-11,,26,D-,,,,C+,
IHD,6.45,102,0.00,-3,,75,C+,,,D,C+,
JCE,14.13,102,-2.21,-4,,30,E,,,,C+,
JRS,7.18,102,-2.31,38,,32,E,,,,C+,
KYN,14.34,102,0.14,27,,84,B,,,D,C+,
LDP,19.49,102,-2.16,68,,33,E,,,,C+,
MCN,5.71,102,-1.21,-14,,37,E,,,,C+,
MEGI,14.23,102,0.21,-42,,68,C-,,,,C+,
NBXG,12.53,102,-2.26,-28,,28,D+,,,,C+,
NFJ,12.35,102,-0.96,38,,46,E,,,,C+,
NML,10.58,102,1.73,57,,87,B+,,,,C+,
NPCT,9.84,102,-0.81,5,,32,D-,,,B,C+,
NPFD,17.84,102,-3.62,128,,33,E,,,C,C+,
NRO,2.75,102,-1.43,-16,,26,D-,,,,C+,
NXG,55.80,102,-1.24,283,,82,B-,,,,C+,
PDT,12.77,102,-0.62,70,,52,C-,,,,C+,
PEO,28.12,102,1.08,-14,,89,A,,,,C+,
PFD,10.98,102,-1.44,93,,35,D-,,,,C+,
PSF,19.05,102,-1.60,23,,35,E,,,,C+,
QQQX,25.50,102,-2.75,26,,39,E,,,,C+,
RCG,3.24,102,-1.22,-38,,89,C-,,,,C+,
RFI,10.79,102,-0.74,-49,,33,C,,,,C+,
RGT,13.09,102,-1.21,-48,,75,E,,,,C+,
RIV,11.01,102,-1.52,-43,,32,D-,,,,C+,
RMI,14.95,102,1.08,-59,,68,B+,,,,C+,
RMM,13.42,102,0.30,60,,42,E,,,,C+,
RMT,11.27,102,-1.05,-29,,84,D-,,,D,C+,
RNP,19.35,102,-1.28,-38,,30,D-,,,,C+,
RQI,11.70,102,-1.35,-23,,42,C,,,,C+,
RSF,14.58,102,-3.25,-81,,52,B-,,,,C+,
RVI,28.61,102,-11.09,50,,95,,,,,C+,
RVT,16.12,102,-1.77,-57,,70,C-,,,D,C+,
SPXX,15.94,102,-1.91,-17,,30,E,,,,C+,
SRV,45.90,102,0.33,-27,,82,B,,,,C+,
STEW,16.60,102,-2.12,4,,32,E,,,,C+,
STK,36.93,102,-4.05,5,,80,E,,,,C+,
THQ,16.65,102,-3.08,-17,,28,D+,,,,C+,
THW,11.37,102,-3.56,-21,,37,D-,,,,C+,
TPZ,22.18,102,1.00,64,,75,B,,,,C+,
TY,30.95,102,-1.24,25,,58,C-,,,,C+,
TYG,49.92,102,-0.16,-30,,86,B,,,,C+,
USA,5.45,102,-1.80,46,,23,E,,,D,C+,
UTF,25.40,102,-0.04,-18,,65,C,,,,C+,
UTG,39.43,102,0.31,-31,,77,C+,,,,C+,
ACTG,4.84,103,-3.59,12,84,92,B,70,B,B,C+,16
ALOT,9.50,103,4.97,41,62,75,D+,77,D,B,C+,35
CETX,0.55,103,-0.43,-71,9,1,D,27,E,C,C+,0
CPSH,3.60,103,-5.26,-52,85,91,B-,79,C,B,C+,90
DAKT,19.25,103,-3.27,-31,79,84,D-,91,C,B,C+,20
DLB,58.03,103,-1.19,-30,53,22,B,68,B,C,C+,14
DVLT,0.57,103,-6.56,-17,31,14,D,70,D,C,C+,
GAUZ,0.80,103,-9.09,-14,2,2,C-,10,,,C+,
GLW,136.81,103,1.10,-32,94,98,B,86,A,B,C+,54
IDCC,301.25,103,0.74,-18,71,77,D-,82,B,B,C+,20
IMMR,5.55,103,-6.41,176,69,18,D-,99,A,D,C+,2
INTT,14.03,103,-1.61,-17,70,97,A+,12,E,B,C+,234
KN,25.44,103,-1.66,-7,83,90,D-,74,B,C,C+,23
LINK,3.00,103,-0.99,-86,8,11,C+,54,E,,C+,
LPL,3.89,103,1.04,87,49,52,D+,54,D,,C+,19
MKDW,4.81,103,-38.33,58,20,16,B-,31,E,C,C+,
NEON,1.27,103,-6.62,7,5,4,E,39,D,B,C+,3
NNDM,1.69,103,-5.59,26,54,70,B,13,D,E,C+,
NTIP,1.46,103,-0.68,-87,51,82,B-,9,E,B,C+,
OLED,91.87,103,-1.80,-55,41,13,E,81,B,C,C+,18
PDYN,5.78,103,-7.37,-70,42,37,C+,37,C,B,C+,58
REFR,0.89,103,-1.11,-78,5,11,D-,20,E,B,C+,
RELL,11.04,103,-3.16,-71,64,75,D+,67,D,B,C+,32
ST,34.79,103,-2.08,-29,78,84,B,71,C,C,C+,10
SYNA,68.71,103,-6.11,-17,65,58,C,64,B,B,C+,16
TRMB,62.97,103,-3.79,-25,46,23,D,79,C,C,C+,20
VHC,14.05,103,-7.08,-57,41,80,C,15,E,D,C+,
WATT,14.50,103,-9.99,105,83,99,A,60,D,C,C+,
ZBRA,202.64,103,-0.87,-25,32,17,E,50,A,D,C+,13
AACB,10.34,104,-0.10,-85,54,65,C+,35,,E,C+,
AEAQ,9.89,104,-0.10,350,36,58,,3,,,C+,
AEXA,10.77,104,-0.83,-39,31,52,C,1,,,C+,
AFJK,24.37,104,-7.06,-70,42,96,B-,15,,E,C+,116
ALCY,11.90,104,0.42,-85,32,65,D+,3,,E,C+,
ALDF,10.55,104,0.09,130,61,61,A-,35,,E,C+,42
ALF,10.79,104,-0.09,-14,56,65,B,29,,E,C+,28
ANSC,11.28,104,0.00,-97,52,68,D,35,,E,C+,59
APAC,10.05,104,0.10,-99,35,61,E,12,,,C+,
APAD,10.17,104,0.10,-46,68,65,D,79,,E,C+,127
APXT,9.96,104,0.20,-71,47,61,A,3,,,C+,
ARCI,9.85,104,0.00,96,35,58,,1,,,C+,
ASPC,10.70,104,-2.19,-89,28,21,E,79,,E,C+,59
ATII,10.41,104,0.00,-100,67,65,D,79,,E,C+,55
AXIN,10.13,104,0.00,220,29,61,E,3,,E,C+,
BAYA,11.95,104,0.00,-90,46,71,B-,4,,E,C+,398
BBCQ,10.01,104,-0.10,-81,38,61,,3,,,C+,
BCAR,10.14,104,0.10,-64,44,65,B+,3,,E,C+,
BCSS,10.10,104,0.00,730,33,58,D,3,,,C+,
BDCI,9.98,104,0.00,160,59,52,B+,48,,,C+,333
BEAG,10.58,104,0.00,-30,70,61,B-,79,,,C+,34
BIXI,9.92,104,0.20,-96,35,61,C-,1,,,C+,
BLRK,9.91,104,0.10,"1,030",36,58,,3,,,C+,
BLUW,10.26,104,-0.48,279,38,65,C-,3,,E,C+,
BLZR,10.02,104,-0.10,-46,32,52,C-,3,,,C+,"1,002"
BPAC,10.00,104,0.10,-98,54,61,A+,3,,,C+,
BSAA,10.26,104,0.10,-80,57,65,B,35,,,C+,31
CAEP,10.29,104,0.00,-82,60,52,B+,48,,,C+,206
CAPN,10.93,104,0.46,-99,65,71,A-,35,,E,C+,121
CCII,10.29,104,0.00,-54,37,61,C,3,,,C+,
CCIX,10.68,104,-0.09,-95,37,61,D,7,,E,C+,38
CCXI,10.14,104,-0.29,"1,357",33,52,,3,,,C+,
CEPF,10.21,104,0.00,-75,51,58,D-,48,,E,C+,
CEPO,10.49,104,-0.19,513,31,52,D+,21,,E,C+,
CEPS,10.09,104,-0.10,-99,44,52,,20,,,C+,
CEPT,10.87,104,-0.73,-51,65,52,B-,79,,,C+,99
CEPV,10.08,104,-0.10,-32,42,46,E,40,,,C+,
CGCT,10.24,104,0.10,-79,40,61,B-,3,,E,C+,205
CHEC,10.04,104,0.00,-64,45,61,A-,3,,,C+,
CHPG,10.31,104,0.00,-52,52,65,E,48,,,C+,172
CMII,9.82,104,-0.10,-99,36,58,,3,,,C+,
COLA,10.54,104,0.19,58,67,68,D-,79,,E,C+,81
COPL,10.32,104,-0.19,-68,44,65,B,3,,E,C+,516
CRAC,10.00,104,0.00,-100,34,61,D,3,,,C+,500
CRAN,9.91,104,0.00,-98,41,58,B,3,,,C+,
CUB,10.74,104,-0.09,173,51,65,B+,11,,E,C+,37
CYAB,3.69,104,-49.66,"1,409",4,2,E,1,,,C+,
DAAQ,10.23,104,0.00,-99,43,52,A,3,,,C+,341
DBCA,9.86,104,0.10,-100,36,58,,3,,,C+,
DMII,9.98,104,0.00,-28,44,61,C,12,,,C+,
DNMX,9.90,104,0.00,191,39,58,B-,3,,,C+,
DRDB,10.47,104,-0.29,-84,65,65,A,35,,E,C+,48
DSAC,9.92,104,0.10,531,34,52,,3,,,C+,
DTSQ,11.10,104,0.00,-66,58,71,B-,40,,E,C+,32
EGHA,10.20,104,0.10,-83,32,65,E,3,,E,C+,340
EMIS,10.03,104,0.00,-43,43,61,B,3,,,C+,
ESHA,12.01,104,-0.58,-83,24,70,D-,3,,E,C+,
ETHM,10.47,104,0.00,243,43,65,C,31,,E,C+,
EURK,11.30,104,0.00,-51,57,73,A,7,,E,C+,103
EVAC,10.07,104,0.00,-54,34,61,D,3,,,C+,
FACT,10.50,104,-0.10,-86,50,65,D-,35,,E,C+,55
FCRS,10.06,104,0.10,89,27,52,D-,3,,,C+,
FERA,10.29,104,0.00,231,68,61,C-,79,,E,C+,147
FGMC,10.10,104,-0.10,-50,70,65,C-,79,,E,C+,126
FIGX,10.13,104,-0.30,-97,49,61,A+,3,,E,C+,
FVAV,10.03,104,0.00,-52,36,58,,3,,,C+,
GIG,10.65,104,0.09,-11,44,65,B-,7,,E,C+,97
GIX,9.82,104,0.10,-55,30,46,,1,,,C+,
GLND,8.21,104,-36.85,805,37,21,D-,79,,,C+,75
GPAC,9.92,104,0.10,-100,40,58,B,3,,,C+,
GPAT,10.82,104,-0.09,-94,57,65,B+,29,,E,C+,28
GRAF,10.71,104,0.00,-100,52,65,B-,29,,E,C+,33
GSHR,10.36,104,0.00,-99,54,65,B-,35,,E,C+,94
GSRF,10.03,104,-0.10,-82,58,58,B-,48,,,C+,
GTEN,10.22,104,-0.20,15,35,58,D,3,,,C+,
HCAC,9.92,104,-0.10,902,35,58,,1,,,C+,
HCMA,10.09,104,0.00,-96,40,58,B,3,,,C+,
HLXC,10.29,104,0.10,-75,32,58,D-,3,,,C+,
HSPT,6.45,104,-1.07,-94,29,11,E,79,,E,C+,54
HVII,10.33,104,-0.10,501,73,61,B,79,,,C+,69
HYAC,11.50,104,0.97,-68,52,65,A,10,,E,C+,38
IEAG,10.00,104,-0.10,-74,37,58,,3,,,C+,
INAC,10.13,104,-0.10,-99,65,65,B+,48,,,C+,203
IPCX,10.21,104,0.00,105,44,58,B-,9,,,C+,
IPEX,10.39,104,0.00,-25,76,65,B+,79,,E,C+,87
IPOD,10.32,104,-0.29,626,46,65,E,35,,,C+,115
IRAB,9.85,104,0.31,-100,34,52,,3,,,C+,
IRHO,9.85,104,0.00,"2,730",36,58,,1,,,C+,
JACS,10.59,104,0.57,-100,71,65,C,79,,E,C+,34
KBON,10.06,104,0.10,-100,36,58,,3,,,C+,
KOYN,10.03,104,0.00,-70,56,61,B-,35,,,C+,
KRAQ,9.87,104,0.10,79,,1,,1,,,C+,
KRSP,10.29,104,0.10,-70,31,46,C+,3,,,C+,
KTWO,9.87,104,-0.10,-93,37,58,,3,,,C+,
LAFA,9.97,104,0.00,"1,202",49,61,B+,12,,,C+,
LATA,9.99,104,0.00,-98,31,58,D-,3,,,C+,
LCCC,10.30,104,-0.10,-94,35,65,D-,3,,E,C+,"1,030"
LEGT,10.98,104,0.00,"2,205",44,68,D,12,,E,C+,35
LFAC,9.95,104,0.20,-89,38,61,,3,,,C+,
LKSP,10.02,104,-0.10,"1,530",58,61,B-,48,,,C+,100
LOKV,10.40,104,0.39,-45,41,61,B+,3,,E,C+,
LPBB,10.60,104,-0.28,55,72,65,C+,79,,E,C+,32
LWAC,10.20,104,0.10,-100,35,65,D-,3,,,C+,
MACI,10.77,104,0.19,-23,54,68,B-,28,,E,C+,40
MBAV,10.79,104,0.19,125,51,61,B+,26,,,C+,67
MBVI,10.05,104,0.00,-100,33,58,D+,3,,,C+,503
MCGA,10.11,104,0.00,-74,24,39,D+,3,,,C+,
MESH,9.89,104,0.00,-100,37,58,,3,,,C+,
MKLY,10.03,104,-0.10,36,42,61,B,3,,,C+,
MLAC,10.53,104,0.00,-97,69,65,D+,79,,E,C+,39
MUZE,9.84,104,-0.10,-98,,1,,1,,,C+,
NBRG,9.87,104,-0.10,-67,,1,,1,,,C+,
NOEM,10.37,104,0.00,-97,70,65,C,79,,E,C+,69
NPAC,10.25,104,0.00,152,30,58,D-,3,,,C+,256
NTWO,10.51,104,0.00,-96,83,65,A+,79,,E,C+,40
NWAX,10.02,104,-0.30,-18,31,46,,3,,,C+,
OACC,10.58,104,-0.66,911,74,61,B,79,,,C+,36
ONCH,10.18,104,0.39,-99,30,58,D-,3,,,C+,
ORIQ,10.20,104,0.20,"1,267",60,61,B+,35,,E,C+,
OTGA,10.05,104,0.00,22,31,58,D-,3,,,C+,
OYSE,10.17,104,0.00,"1,106",44,61,B+,3,,E,C+,509
PAII,10.15,104,-0.10,-100,38,65,C-,3,,,C+,
PCAP,10.18,104,0.00,-4,33,52,B-,3,,E,C+,"1,018"
PCSC,10.97,104,1.48,-91,16,37,E,3,,,C+,122
PGAC,10.50,104,0.10,42,79,65,A-,79,,E,C+,58
PLMK,10.56,104,0.09,80,75,65,B,79,,E,C+,56
PMTR,10.27,104,-0.10,-83,32,61,D,3,,,C+,514
POLE,10.63,104,0.00,-91,54,65,B,28,,E,C+,37
PTOR,9.80,104,0.00,-87,33,52,,1,,,C+,
QETA,11.65,104,1.30,-53,42,71,C+,3,,E,C+,
QSEA,10.37,104,0.00,111,46,65,A-,3,,E,C+,
QUMS,10.11,104,0.00,-61,53,61,A,12,,,C+,
RAAQ,10.41,104,-0.48,-86,40,65,C+,3,,E,C+,260
RAC,10.43,104,0.10,-99,42,65,B-,3,,,C+,95
RDAC,5.10,104,3.87,-43,37,6,B,79,,E,C+,21
RDAG,10.21,104,0.00,-19,27,58,D-,3,,,C+,204
RFAI,10.90,104,-0.27,-99,51,68,A-,7,,E,C+,47
RFAM,9.78,104,-0.10,383,34,52,,3,,,C+,
RIBB,10.51,104,-0.76,"3,936",58,68,B,35,,,C+,131
RNGT,9.99,104,-0.10,74,37,58,C+,3,,,C+,
RTAC,10.28,104,-0.39,130,17,33,D-,3,,,C+,257
SAAQ,9.97,104,0.61,-96,14,1,,3,,,C+,
SBXD,10.71,104,0.00,-100,52,65,A-,15,,E,C+,43
SIMA,10.71,104,0.00,-75,54,65,B,28,,E,C+,32
SORN,9.90,104,-0.40,-97,35,58,,3,,,C+,
SOUL,10.25,104,-0.10,-56,60,65,B+,35,,E,C+,79
SPKL,11.33,104,0.27,-79,40,61,C,4,,E,C+,283
SSAC,9.88,104,0.10,27,36,58,,1,,,C+,
SVAC,10.16,104,-0.10,-35,27,58,D-,1,,,C+,
SVAQ,9.90,104,0.10,-99,36,58,,3,,,C+,
SVIV,9.88,104,0.00,-99,33,52,,3,,,C+,
SZZL,10.24,104,-0.10,319,35,65,D-,3,,E,C+,171
TACO,10.20,104,-0.10,-98,46,52,C-,35,,,C+,85
TDAC,10.58,104,0.09,765,72,65,C+,79,,E,C+,50
TLNC,10.23,104,-0.29,-99,50,65,A+,3,,,C+,
TVA,10.36,104,0.00,3,29,58,E,1,,E,C+,207
TWLV,9.90,104,0.00,-96,38,58,D-,12,,,C+,
UAC,9.80,104,0.00,-69,33,52,,1,,,C+,
UYSC,10.38,104,0.00,-73,71,65,C+,79,,E,C+,148
VACH,12.90,104,5.65,-84,57,84,D+,40,,E,C+,36
VCIC,11.04,104,-2.13,-80,51,71,D-,40,,E,C+,53
VNME,10.08,104,-0.10,-94,39,61,B-,3,,E,C+,
WENN,10.18,104,0.00,-98,38,58,B-,3,,,C+,339
WLAC,10.74,104,-1.10,-48,33,33,C,35,,E,C+,49
WPAC,9.89,104,0.00,-100,37,58,,3,,,C+,
WSTN,9.98,104,-0.10,343,43,61,B,3,,,C+,
XCBE,9.83,104,-0.20,-95,34,52,,3,,,C+,
XNDU,11.50,104,18.31,563,47,80,B+,3,,E,C+,383
XRPN,10.29,104,0.00,239,36,61,C,3,,E,C+,"1,029"
YHNA,10.72,104,0.00,-50,71,68,A+,48,,E,C+,54
YOUL,1.00,104,-2.91,-86,5,4,C-,3,,E,C+,
CNI,101.43,105,-0.16,-51,79,68,C-,76,B,E,C+,13
CP,78.23,105,-0.86,36,73,73,C,68,B,C,C+,22
CSX,39.67,105,0.30,-3,66,85,D-,49,B,C,C+,24
NSC,283.25,105,-0.01,-9,66,71,C+,54,B,D,C+,23
UNP,238.79,105,-0.17,-25,68,65,D,65,A,C,C+,20
ARDT,8.59,106,-2.16,-32,20,18,C,18,C,B,C+,9
AUNA,5.65,106,-2.42,-60,68,52,B+,45,B,,C+,5
CYH,2.86,106,-2.39,-20,35,32,D-,70,,C,C+,2
HCA,471.85,106,-1.76,-32,74,83,D,96,,B,C+,17
LFST,6.32,106,-5.53,-26,85,65,C+,79,C,C,C+,158
NUTX,93.81,106,-1.11,-52,33,30,D,26,B,B,C+,9
PARK,16.34,106,2.96,-34,71,92,C+,48,B,,C+,17
SEM,16.29,106,0.00,-63,51,80,D+,19,C,C,C+,14
SGRY,11.49,106,-3.04,-55,26,10,C,51,C,C,C+,25
THC,191.86,106,-1.84,-44,82,76,D+,94,B,C,C+,11
TOI,2.96,106,-4.52,1,61,89,B-,28,D,B,C+,
UHS,184.04,106,-0.57,-28,66,30,C+,93,B,B,C+,8
ADP,201.25,107,-1.59,-9,44,16,E,84,A,B,C+,19
ARMK,39.84,107,-1.75,-33,79,73,C+,74,C,D,C+,22
CNDT,1.27,107,-0.78,31,19,8,B-,39,E,C,C+,
CRDA,9.59,107,-2.24,-19,38,24,D-,57,C,B,C+,11
CRDB,9.72,107,-0.92,-95,41,28,D,57,C,B,C+,11
CSGS,80.31,107,0.26,-22,84,85,B-,79,B,C,C+,16
CTAS,165.71,107,-1.86,21,54,22,E,87,A,B,C+,35
EXLS,29.84,107,-1.75,-22,55,13,D,89,A,C,C+,15
G,36.58,107,-2.22,-35,53,20,D,83,B,C,C+,10
HQY,82.51,107,-1.60,-15,68,26,D+,97,A,C,C+,21
NSP,26.49,107,-1.23,-42,17,7,B+,8,C,C,C+,26
PAYX,91.68,107,-2.04,-17,67,15,B-,87,A,B,C+,17
QH,0.11,107,10.00,197,19,1,B,61,E,,C+,0
RDVT,35.05,107,-3.39,-13,59,15,D-,99,A,A,C+,29
RTO,30.56,107,-0.49,-43,75,84,B,41,C,D,C+,118
SGC,9.98,107,-0.50,-45,37,37,C+,40,D,B,C+,22
SHFS,0.80,107,-9.09,-66,2,4,C+,3,E,,C+,
TNET,38.01,107,0.80,-29,19,8,C-,44,C,C,C+,8
TTEC,2.22,107,-3.90,-38,30,10,B,59,C,C,C+,2
UNF,248.62,107,-1.13,14,65,91,C,41,C,C,C+,33
VSTS,7.71,107,-0.13,-42,47,88,C-,10,D,C,C+,110
AAL,10.30,108,-3.83,-29,9,22,E,5,,C,C+,29
AERO,13.82,108,0.14,19,3,12,E,7,,,C+,8
ALGT,79.40,108,-5.40,-33,78,87,C+,81,C,C,C+,21
ALK,36.16,108,-7.16,16,26,15,E,45,C,C,C+,15
CPA,110.91,108,-2.66,-31,68,52,D-,87,A,C,C+,7
DAL,64.83,108,-3.04,4,77,83,C+,75,B,B,C+,11
JBLU,4.22,108,-6.43,8,14,28,C,1,E,C,C+,
LTM,47.99,108,-1.44,-70,77,81,B,64,A,,C+,0
LUV,37.36,108,-5.49,-32,50,71,D+,31,D,C,C+,38
RJET,16.71,108,-9.43,-14,70,65,B,58,B,B,C+,6
RYAAY,58.48,108,-3.64,-13,71,52,E,75,B,A,C+,12
SKYW,89.66,108,-4.60,14,34,29,E,32,A,C,C+,9
SNCY,16.29,108,-4.40,-64,79,89,B-,74,C,C,C+,15
SRFM,1.10,108,-8.33,-2,2,4,C-,13,,B,C+,
SRTA,4.14,108,-2.59,-37,64,58,C-,65,C,C,C+,
UAL,88.44,108,-4.59,-14,55,42,C-,63,B,B,C+,8
ULCC,3.53,108,-4.34,-26,10,20,C-,9,E,C,C+,
VLRS,6.95,108,-7.21,42,30,73,D,4,E,,C+,
PKOH,23.82,109,-2.10,-11,72,84,B-,63,D,C,B-,9
RYZ,21.27,109,1.14,0,16,28,D-,1,E,C,B-,
CVCO,466.14,110,-1.38,-59,47,26,D-,72,B,C,C+,19
LCII,121.35,110,-1.94,-47,77,86,E,72,B,C,C+,16
PATK,107.39,110,-0.71,-12,58,76,E,57,C,C,C+,24
SKY,72.54,110,-2.53,-20,35,32,E,55,B,C,C+,19
THO,79.12,110,-2.85,-12,44,23,C-,74,C,C,C+,14
WGO,31.47,110,-4.20,12,44,27,C-,68,D,C,C+,15
ABR,7.35,111,-2.78,-38,18,18,D+,22,C,C,C+,
ACR,18.82,111,-0.58,-22,42,30,C,27,C,B,C+,"1,882"
ACRE,4.76,111,-2.26,2,48,42,D-,77,E,B,C+,
ADAM,7.24,111,-2.16,-5,72,70,C-,48,A,C,C+,7
AGNC,9.69,111,-1.52,11,75,42,C-,79,A,C,C+,7
AOMR,7.96,111,-3.75,33,44,26,E,31,B,B,C+,13
ARI,10.43,111,-1.97,4,55,71,C+,32,D,C,C+,13
ARR,15.73,111,-1.75,-34,71,37,D+,74,A,C,C+,6
BRSP,5.51,111,-2.48,23,41,46,D-,34,C,C,C+,
BXMT,18.85,111,-1.77,136,29,39,C+,6,E,C,C+,
CHMI,2.54,111,-7.30,302,35,30,D,38,C,B,C+,5
CIM,12.41,111,-2.44,7,59,33,C+,52,B,B,C+,7
CMTG,2.27,111,-2.58,-49,11,15,C+,8,D,C,C+,9
DX,12.17,111,-1.85,-30,75,35,D-,79,B,C,C+,51
EARN,4.37,111,-2.46,-35,20,19,E,13,B,C,C+,5
GPMT,1.40,111,-4.76,-33,25,8,E,40,B,B,C+,
HASI,36.33,111,-0.33,-34,88,86,C,89,A,C,C+,13
IVR,7.71,111,-1.28,-44,64,73,D,29,A,B,C+,3
LADR,9.67,111,-2.52,43,38,25,E,56,C,C,C+,11
LFT,1.21,111,-3.97,-25,7,12,B-,3,E,B,C+,
LOAN,4.45,111,2.30,-36,32,24,D-,49,C,B,C+,10
MFA,9.44,111,-3.08,27,57,39,D-,47,A,C,C+,7
MITT,7.30,111,-2.54,20,68,29,E,98,B,B,C+,8
NLY,20.77,111,-1.38,-2,57,42,D-,43,A,C,C+,7
NREF,12.87,111,-3.81,3,33,29,E,24,B,B,C+,7
ORC,6.87,111,-1.72,-16,71,37,D-,80,A,C,C+,7
PMT,11.20,111,-0.97,-44,47,26,D,66,C,C,C+,11
RC,1.52,111,-5.00,-41,3,6,C,2,E,C,C+,
REFI,11.42,111,-4.27,69,40,23,D,53,B,B,C+,
RITM,9.14,111,-1.83,-30,57,21,C-,86,A,C,C+,4
SACH,0.98,111,2.08,-15,64,58,B-,79,E,B,C+,
SAFE,13.44,111,-3.66,-11,52,28,B,67,B,C,C+,8
SEVN,8.11,111,-1.82,3,15,19,E,26,C,B,C+,7
STWD,17.04,111,-2.35,9,31,27,D-,29,C,C,C+,10
TWO,11.22,111,-1.58,135,74,65,B+,74,C,C,C+,10
ACN,192.60,112,-1.94,-32,39,14,E,74,B,C,C+,14
AERT,0.31,112,1.31,22,6,6,C-,27,,E,C+,
AIFF,2.18,112,-27.81,-41,56,87,C,40,D,B,C+,
ATGL,15.79,112,-4.88,-81,10,15,B-,6,D,,C+,
BMR,1.42,112,-5.33,-70,5,10,D,5,E,,C+,
BZAI,1.73,112,-1.14,219,26,16,B,28,D,E,C+,
CACI,563.67,112,-2.79,-45,86,86,B-,87,B,C,C+,20
CDW,118.17,112,-2.48,-21,42,18,C,64,B,C,C+,12
CHOW,0.39,112,-2.50,-97,38,1,D-,78,A,,C+,6
CINT,4.82,112,-0.21,-72,69,39,B+,69,B,E,C+,12
CSPI,7.96,112,0.25,-21,9,11,D,19,D,B,C+,
CTM,0.62,112,-4.62,174,29,9,E,67,D,B,C+,
CTSH,59.73,112,-1.70,-49,51,18,C-,81,B,D,C+,11
DAVA,4.34,112,-3.34,-4,4,5,D,17,C,E,C+,4
DAVE,174.95,112,-2.32,-26,82,65,B,80,A,B,C+,13
DOX,64.32,112,-2.20,-12,49,18,B-,78,C,D,C+,9
DXC,11.81,112,-3.12,-40,30,19,D-,53,C,C,C+,4
EPAM,135.19,112,-0.71,-23,51,17,C,76,A,C,C+,12
FTCI,4.04,112,-6.48,-32,33,17,C+,52,D,B,C+,
FTFT,1.20,112,-1.64,-90,9,2,E,33,E,,C+,
GCT,41.59,112,-4.43,-29,95,96,D+,92,A,B,C+,10
GDYN,5.52,112,-3.50,8,22,8,D+,49,B,C,C+,14
GIB,71.05,112,-2.38,-32,55,17,C+,82,B,E,C+,12
GLE,0.38,112,2.70,-94,6,8,A-,3,E,,C+,
GLOB,44.52,112,-1.83,-50,34,9,B,66,C,B,C+,7
GMM,1.40,112,4.48,22,20,23,B,3,D,,C+,
GRRR,9.48,112,-9.46,11,18,9,D-,13,B,E,C+,10
GTLB,20.35,112,-4.24,-16,19,6,E,23,A,B,C+,21
HCKT,12.38,112,-2.83,-20,20,8,D-,51,B,B,C+,8
HPE,23.94,112,-4.51,28,89,83,B-,83,B,C,C+,12
HQ,9.71,112,-10.84,-68,9,1,,1,,,C+,
