Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,IBD Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Ind Grp RS,PE Ratio,Vol. 50 Day Avg. (1000s)
MOGU,1.99,62,6.5,-62,,,B,,,B,9,14
MYSZ,2.97,62,-12.13,72,,,C,,,B,12,38
NEGG,18.7,62,-1.22,-35,5,5,D+,1,E,B,64,78
OCG,1.71,62,2.4,-84,,,D,,,B,52,315
OMH,0.09,62,-4.42,-71,,,D,,,B,7,25845
PDD,84.79,62,0.74,-33,49,14,B,65,A,B,67,7228
PETS,1.82,62,-10.1,-51,21,10,B,48,E,B,28,799
PEW,2.55,62,-5.56,33,16,10,B,29,E,B,36,645
PLBL,7.16,62,3.62,-75,18,26,D,30,E,B,,287
POWW,2.24,62,1.82,-24,40,85,E,15,D,B,21,858
REAL,11.4,62,4.2,-22,58,63,D-,74,D,B,97,3311
RENT,3.53,62,-3.02,-50,32,11,C,75,D,B,92,83
SE,121.94,62,-1.12,-26,75,55,A,71,A,B,17,4592
SFIX,3.59,62,-1.64,-49,32,35,D-,58,D,B,55,1985
SSTK,5.69,62,-2.9,-34,5,2,D-,3,D,B,17,1094
STUB,8.08,62,5.21,21,15,25,E,37,D,B,86,7258
TDUP,3.07,62,-3.15,-5,8,5,D,17,D,B,29,2434
UXIN,1.18,62,,-53,14,3,E,46,D,B,33,347
UZX,0.12,62,2.52,-17,,,E,,,B,10,3151
VIPS,14.18,62,0.14,-44,42,22,D+,73,C,B,79,2280
W,101.63,62,0.49,-47,57,79,D-,52,D,B,12,3602
WBUY,0.84,62,5.55,-97,,,D,,,B,98,3913
WNW,2.56,62,-1.92,-99,6,4,E,10,C,B,3,487
WSHP,4.88,62,-3.37,-89,4,8,D,7,E,B,0,324
YAHOY,6.29,62,1,-75,85,66,A+,89,C,B,54,145
YJ,1.87,62,-3.61,-91,,,E,,,B,16,1146
YMT,0.22,62,-1.23,-86,4,1,E,17,E,B,31,2738
ZKH,2.91,62,-0.34,-94,44,28,A,58,D,B,57,101
AIRT,29.43,63,1.48,-37,79,89,A,48,C,B,67,9
CRGO,1.35,63,2.27,-5,19,5,A,22,D,B,0,49
FDX,334.64,63,-1.39,-85,89,80,C-,93,B,B,0,1922
UPS,104.5,63,-0.99,-12,38,48,D-,36,C,B,33,5238
AAGIY,36.1,64,-2.19,-51,41,17,E,78,A,B,28,587
AAME,1.45,64,2.11,134,17,5,E,58,C,B,87,16
ACGL,98.71,64,0.69,-59,82,48,B-,87,A,B,69,2006
ACIC,9.86,64,1.02,-35,22,22,E,20,B,B,95,310
AEG,9.45,64,0.75,-49,63,73,B-,17,B,B,34,5222
AFG,146.29,64,0.42,-44,89,60,A+,78,B,B,42,483
AFL,121.45,64,0.29,-37,61,52,D+,58,B,B,25,2344
AGO,76.79,64,0.81,-32,50,29,E,74,B,B,70,366
AIFU,36.3,64,-1.36,-98,13,29,B+,2,E,B,0,12
AIG,76.64,64,0.8,-24,60,34,C,84,C,B,67,3957
AII,23.99,64,-0.04,41,55,77,C,12,B,B,96,137
AIZ,282.38,64,0.52,-22,88,77,D,94,B,B,46,396
AJG,251.21,64,-0.9,-48,85,60,A+,88,A,B,13,1679
ALIZY,51.1,64,1.07,-21,86,73,B+,68,B,B,29,224
ALL,261.41,64,0.36,-43,90,83,B,69,A,B,91,1796
AMSF,27.65,64,1.65,64,17,14,E,23,A,B,36,294
AON,355.83,64,-0.35,-50,82,52,B+,75,A,B,15,1524
ARX,19.58,64,0.36,509,68,86,C,66,D,B,21,3492
ASIC,24.7,64,-1.48,11,83,84,C-,63,B,B,50,71
AXAHY,52.13,64,1.03,-66,91,63,B+,85,B,B,72,114
AXS,101.2,64,1.19,-18,68,41,C+,71,A,B,79,740
BHF,58.68,64,-1.44,6,51,39,E,69,B,B,99,600
BNT,43.83,64,-2.66,-77,25,29,C+,1,C,B,6,23
BOW,33.51,64,0.06,-23,80,80,A,46,A,B,23,270
BRO,70.54,64,-1.49,-47,77,50,A+,79,A,B,27,2844
BWIN,31.51,64,2.14,4,88,87,A+,81,C,B,19,1602
CB,343.64,64,-0.25,26,83,59,D,92,A,B,49,1828
CCG,16.94,64,-0.41,-61,24,7,B+,40,E,B,21,11
CIA,3.97,64,1.79,-29,18,10,E,39,C,B,24,140
CINF,173.17,64,0.29,-67,73,51,D,82,A,B,22,862
CNA,51,64,-0.29,-52,59,63,C,40,C,B,53,540
CNO,55.28,64,0.78,-47,90,85,C-,94,C,B,52,775
CRBG,34.47,64,0.5,-44,72,72,A+,41,D,B,81,4886
CRD.A,13.29,64,0.76,18,86,85,A+,57,C,B,37,70
CRD.B,12.47,64,2.13,64,85,82,A+,57,C,B,45,5
DGICA,18.75,64,,-15,43,51,C-,23,C,B,61,139
DGICB,24.1,64,-1.59,-84,55,90,D,23,C,B,38,6
EG,370.11,64,1.11,-52,72,57,B-,67,B,B,84,419
EHTH,1.22,64,0.83,-43,11,4,D,34,D,B,13,379
EIG,48.73,64,0.47,-53,59,73,C+,33,C,B,3,253
ERIE,255.99,64,0.06,-41,68,42,A+,67,A,B,10,268
EVER,24.42,64,-0.41,-48,83,77,A-,52,A,B,80,738
EZRA,2.46,64,5.13,-98,,,C-,,,B,5,2336
FAF,73.86,64,-0.27,-51,83,60,D,97,B,B,59,938
FG,27.42,64,-0.11,-56,36,27,C-,56,C,B,82,648
FNF,49.47,64,1.02,1,61,30,C-,89,B,B,66,1637
FRFHF,1635.55,64,-1.15,-41,61,36,A-,51,B,B,77,11
GBLI,27.07,64,-4.35,-2,45,30,B,52,C,B,56,8
GL,181,64,0.18,-48,90,80,C,84,A,B,47,670
GLRE,15.76,64,0.38,-56,34,47,E,22,C,B,55,167
GNW,10.16,64,1.7,-41,77,67,A,53,D,B,17,3000
GSHD,66.29,64,-1.65,-48,84,62,A+,92,B,B,8,583
HCI,184.35,64,-1.07,-28,70,66,B,34,A,B,78,180
HG,35.75,64,1.53,-35,78,84,D,47,A,B,88,486
HGTY,12.97,64,0.15,-44,63,73,B+,19,B,B,1,159
HIG,138.02,64,0.15,-51,82,45,B-,89,A,B,65,1742
HIPO,33.04,64,0.33,-22,78,64,A,50,A,B,85,166
HIT,1,64,-5.19,243,4,9,E,3,C,B,7,91
HMN,52.47,64,1.14,-1,85,74,D+,85,B,B,58,278
HRTG,33.96,64,2.07,-24,92,92,A+,50,A,B,97,394
HUIZ,1.24,64,-3.88,-92,,,A,,,B,0,603
IGIC,27.21,64,1.11,-46,70,61,C,57,B,B,54,97
ITIC,287.71,64,1.74,11,95,67,A+,92,B,B,37,52
JRVR,4.17,64,-3.7,-10,10,19,E,18,D,B,98,336
JXN,135.32,64,0.7,-44,95,84,A,90,C,B,93,649
KG,7.89,64,2.07,-62,9,5,E,37,D,B,3,19
KINS,19.69,64,1.13,-38,78,87,C+,35,A,B,77,127
KMPR,27.42,64,1.9,-32,12,13,B,6,D,B,12,1131
KNSL,379.19,64,0.59,-40,88,52,A+,93,A,B,23,324
L,113.03,64,0.28,-12,61,56,E,67,B,B,40,825
LIFE,34.02,64,-2.24,55,66,90,C,20,C,B,2,809
LMND,52.64,64,-0.64,-56,20,21,E,39,C,B,8,1566
LNC,45.46,64,0.4,-38,69,75,B+,23,B,B,92,1955
MBI,5.17,64,0.58,-24,12,14,E,34,E,B,57,403
MCY,105.38,64,0.44,-51,67,66,E,58,A,B,83,300
MET,97.66,64,0.19,-45,94,82,A,87,B,B,60,3871
MFC,44.46,64,1.23,-40,87,76,A-,55,A,B,35,1979
MKL,1847.24,64,0.56,-46,58,30,E,93,B,B,75,71
MRSH,187.82,64,-0.46,-55,78,53,A-,75,A,B,18,2584
MSADY,30.89,64,1.81,81,91,78,C,93,B,B,74,80
MTG,31.16,64,1.04,-31,86,71,A+,58,B,B,64,1835
MURGY,11.96,64,1.61,-57,75,41,A-,91,B,B,68,1023
NODK,15.3,64,-0.26,-60,48,66,D,34,D,B,6,26
NP,31.71,64,-1.12,-52,66,75,D-,55,C,B,3,842
ORI,42.85,64,0.21,-56,68,54,B+,41,A,B,32,1454
OSCR,32.76,64,6.43,6,90,97,B-,61,B,B,10,6240
OSG,4.9,64,4.03,-7,27,11,D,74,D,B,5,488
OXBR,1.53,64,17.69,397,,,C,,,B,2,120
PFG,113.98,64,-0.83,-61,92,78,A,82,C,B,39,1477
PGR,209.6,64,0.35,-13,64,42,C,73,A,B,50,3133
PLGO,23.84,64,4.79,164,81,81,D,79,B,B,86,414
PLMR,128.21,64,0.02,-54,83,61,C-,94,A,B,33,299
PNGAY,14.01,64,-0.71,-40,38,19,C-,58,B,B,90,262
PRHI,6.38,64,18.92,-94,,,C+,,,B,91,15
PRI,313.69,64,0.32,-30,94,70,B,89,A,B,41,199
PRU,125.13,64,0.3,-32,91,77,A+,79,C,B,76,1905
PUK,27.88,64,0.47,-42,57,25,E,92,A,B,70,1235
RDZN,1.43,64,3.62,-30,17,27,D+,21,D,B,5,545
RGA,249.45,64,-0.37,-28,97,78,A+,96,B,B,71,372
RLI,63.77,64,-0.34,-50,85,66,A+,68,A,B,17,936
RNR,323.36,64,1.09,-41,85,67,D,90,A,B,90,347
ROOT,51.45,64,3.25,-33,29,13,C,39,A,B,31,264
RYAN,41.82,64,-2.34,-55,71,47,B+,80,A,B,14,2463
SAFT,103.35,64,-0.22,-22,96,92,B+,87,B,B,9,235
SIGI,94.37,64,0.51,-56,75,63,D,82,B,B,48,583
SKWD,59.8,64,1.39,-36,97,87,B,96,A,B,43,590
SLDE,21.93,64,1.91,-37,77,83,C,43,A,B,94,1182
SLF,81.37,64,0.59,-16,81,80,C-,69,B,B,30,626
SLQT,0.73,64,2.07,-70,12,6,D-,15,B,B,83,1452
SMPNY,22.72,64,2.95,-26,95,86,B,98,C,B,63,166
SPNT,23.72,64,2.11,-39,81,62,D,89,A,B,73,791
SSREY,42.9,64,1.06,-78,54,49,A+,35,C,B,65,52
STC,68.2,64,0.75,-40,67,35,D,94,B,B,43,252
THG,225.29,64,0.94,-13,78,82,B,42,B,B,57,330
TIRXF,0,64,-89.47,-43,,,B-,,,B,2,55
TKOMY,47.54,64,-0.94,-58,67,62,C,52,B,B,26,141
TRUP,30.6,64,-1.29,-38,52,46,A+,40,C,B,4,452
TRV,370.36,64,0.1,-40,95,86,C+,99,A,B,62,2055
TWFG,26.77,64,-0.56,-26,82,69,A,71,B,B,11,175
UFCS,54.28,64,1.04,-38,80,88,D,55,A,B,63,159
UNM,93.33,64,0.68,-22,86,78,A,65,C,B,51,1540
UVE,43.21,64,1.93,-37,94,82,C,97,A,B,89,218
VOYA,101.52,64,0.44,-42,88,88,A+,49,B,B,44,1138
WDH,1,64,,-34,39,6,E,96,A,B,7,191
WRB,70.51,64,0.06,-40,73,42,D+,88,A,B,30,2031
WTM,2137.12,64,-0.2,-30,73,45,D,85,A,B,97,21
WTW,331.59,64,-0.72,13,87,66,A,79,B,B,20,635
YB,13.47,64,-0.37,-59,14,11,D+,6,B,B,16,37
ZBAO,0.23,64,7.76,-91,,,E,,,B,16,32989
ANDE,65.9,65,1.17,-24,62,53,E,98,D,B,75,338
DIT,68,65,-1.08,-100,,,E,,,B,0,2
DTCKF,0.92,65,15.1,-100,,,D,,,B,0,1
HFFG,1.84,65,1.66,-71,16,21,B-,13,D,B,88,333
PFGC,107.25,65,2.65,12,64,61,D,67,C,B,38,1686
SYY,82.99,65,-0.67,-20,72,55,B+,62,B,B,50,3542
UNFI,48.42,65,-0.33,-50,57,60,E,75,D,B,12,662
USFD,108.92,65,-1.06,-31,96,89,A-,90,C,B,25,2819
WILC,28.73,65,0.84,-2,58,36,E,76,A,B,62,6
CQP,69.05,66,2.6,1,92,72,C,85,A,B,90,141
DKL,54.01,66,3.27,353,61,55,A-,33,B,B,45,129
DTM,136.9,66,1.57,-17,61,48,E,67,A,B,5,787
ENB,50.91,66,0.63,21,35,35,E,35,A,B,20,4164
EPD,38.9,66,2.31,124,73,58,D+,71,B,B,80,2923
ET,21.05,66,1.4,-23,82,63,C+,73,B,B,70,9100
HESM,40.53,66,1.89,24,74,51,D,74,A,B,75,1048
KMI,32.82,66,2.31,-13,80,55,D,89,A,B,30,9929
KNTK,53.44,66,3.45,-10,85,76,A+,69,C,B,40,1061
LNG,271.64,66,1.94,-43,68,72,A,13,A,B,0,1981
MMLP,2.4,66,4.8,-27,28,20,B-,42,E,B,5,30
MPLX,59.48,66,1.12,-18,81,60,B+,56,A,B,85,1517
OKE,94.99,66,2.54,-34,90,71,A,73,A,B,55,3745
PAA,23.9,66,1.92,-20,65,76,D-,57,C,B,65,2388
PAGP,25.84,66,1.37,40,70,78,D-,68,D,B,35,1395
PBA,49.33,66,0.86,55,54,67,D,30,B,B,10,1124
SMC,34.96,66,0.43,-13,67,88,B+,27,C,B,14,58
SOBO,36.79,66,0.49,-56,50,68,E,29,B,B,50,819
TGS,28.1,66,0.75,-42,41,27,E,52,A,B,95,255
TRGP,275.79,66,3.34,-38,90,83,D-,99,B,B,25,1206
TRP,64.02,66,1.39,-27,52,50,E,52,A,B,15,2542
WES,48.92,66,1.3,57,88,71,B+,56,A,B,60,899
BORR,4.43,67,9.65,109,21,36,D+,6,C,B,0,5790
EQS,1.15,67,9.41,-44,,,E,,,B,1,17
HP,44.2,67,2.62,-22,65,86,A-,7,C,B,11,1280
NBR,94.17,67,3.09,-41,53,71,C,25,B,B,60,287
NE,45.1,67,1.83,-44,39,57,C,12,C,B,20,1626
PDS,84.63,67,2.14,31,28,48,D,10,D,B,67,111
PTEN,11.37,67,4.31,-37,51,70,C,36,D,B,44,9547
RIG,5.76,67,0.7,19,60,54,C-,73,C,B,40,39049
SDRL,47.98,67,2.06,-49,63,65,B-,53,C,B,0,873
VAL,85.62,67,0.58,79,76,63,C,83,B,B,80,992
ACCS,4.97,68,2.47,60,,,E,,,B,78,19
AMCX,12.36,68,2.83,-18,66,96,A+,12,D,B,47,656
AREN,1.15,68,-3.36,-68,12,3,B,7,D,B,91,146
AUUD,1.02,68,,-97,,,A+,,,B,19,3460
BBGI,22.59,68,-8.54,-80,79,99,B,65,D,B,97,45
CAST,1,68,0.13,-67,8,13,E,25,E,B,2,11487
DIS,106.85,68,1.96,-25,73,33,A,84,B,B,59,11153
DJCO,603.33,68,0.35,144,68,82,D,38,B,B,6,45
DJT,8.27,68,-0.36,-18,9,14,B-,3,D,B,0,4940
EDUC,1.38,68,,-45,,,D-,,,B,94,189
EVC,9.01,68,1.46,-44,67,92,D,60,C,B,28,1979
FLZH,1.32,68,-5.04,-88,15,2,A+,28,E,B,4,377
FOX,61.41,68,5.7,-37,87,49,A+,90,B,B,72,1899
FOXA,69.04,68,5.49,0,89,52,A+,90,B,B,62,7020
FWONA,95.31,68,0.64,-11,72,65,A+,33,B,B,9,168
FWONB,90,68,9.76,295,49,55,C,33,B,B,12,0
FWONK,103.9,68,0.2,-5,72,65,A+,33,B,B,3,2105
GHC,1191.2,68,1.45,33,81,54,C,94,B,B,75,22
GTN,5.22,68,3.37,-25,48,67,B,25,D,B,36,1349
GTN.A,6.39,68,7.58,-90,7,5,E,25,D,B,36,2
IHRT,2.95,68,-1.67,-55,13,23,E,31,E,B,22,891
LBRDA,36.3,68,-1.44,-72,18,23,A,6,D,B,90,225
LBRDK,36.33,68,-1.41,-46,17,23,A,6,E,B,90,1841
LEE,8.53,68,5.05,9,66,86,C,69,E,B,40,74
MDIA,0.95,68,0.02,-92,21,45,E,20,D,B,8,128
NMAX,10.87,68,14.54,469,41,83,C,31,D,B,28,1069
NPSNY,9.8,68,-0.71,326,37,18,E,63,A,B,84,168
NWS,33.17,68,0.73,-49,89,59,A+,97,C,B,31,1600
NWSA,29.16,68,0.76,-58,89,61,A+,97,C,B,34,5072
NXST,189.57,68,1.49,-20,41,26,B,44,C,B,22,406
NYT,64.79,68,1.03,-27,58,28,E,94,A,B,38,1992
PSKY,10.14,68,1.71,2,19,20,A-,14,D,B,25,10513
PSO,16.15,68,0.06,-14,73,67,C,71,C,B,41,815
QUAD,9.94,68,1.33,233,93,94,B,95,D,B,81,264
SBGI,14.84,68,3.92,-29,35,51,C-,18,D,B,53,565
SCHL,41.43,68,-0.38,-38,53,75,E,46,D,B,50,361
SGA,9.76,68,0.51,231,17,21,B,8,D,B,24,17
SONY,24.29,68,2.88,11,64,46,A+,60,C,B,44,5395
SSP,3.45,68,2.99,-21,35,50,C,37,D,B,42,775
TDAY,7.04,68,2.92,14,32,62,E,21,D,B,56,1882
TGE,0.91,68,-0.52,-85,12,12,E,44,D,B,12,429
TKO,201.28,68,0.8,-34,52,49,C-,38,B,B,0,1378
TONT,10.85,68,,-99,23,41,C,14,E,B,19,229
TOON,0.63,68,-2.12,-85,,,B+,,,B,14,1923
TSQ,5.7,68,,13,10,18,E,20,E,B,54,73
TV,2.9,68,1.4,-45,38,45,B,27,D,B,70,928
UONE,5.05,68,-0.76,-81,,,C,,,B,30,17
UONEK,5.08,68,-2.87,-1,,,B+,,,B,30,57
VALU,37.57,68,3.38,26,63,49,A,42,B,B,56,3
VIVHY,1.9,68,4.42,163,4,9,D-,2,D,B,16,120
VSNT,39.65,68,1.9,-17,21,42,D,11,D,B,88,1985
WBD,27.99,68,0.86,-47,40,64,C,10,D,B,16,23447
WLY,51.39,68,-0.83,-17,84,89,C+,70,C,B,69,558
WLYB,51.76,68,0.64,-97,81,88,C+,67,C,B,66,2
AAL,14.83,69,-1.53,-61,30,61,E,17,D,B,40,117349
AERO,15.75,69,-0.63,9,12,28,E,6,D,B,64,232
ALGT,85.75,69,-0.81,-39,53,61,E,73,C,B,36,576
ALK,45.96,69,-3.24,-24,24,47,D-,7,C,B,35,3136
AZUL,8.2,69,-3.19,18,4,7,C-,1,E,B,5,170
CPA,135.87,69,-0.37,-30,50,57,E,40,A,B,91,318
DAL,89.35,69,-2.15,-36,71,88,E,45,B,B,9,6878
FLYX,1.26,69,-1.56,-1,13,4,D,43,D,B,30,424
ICAGY,11.96,69,0.08,-56,66,55,E,76,A,B,82,62
JAPSY,9.51,69,0.5,-96,63,52,B,60,B,B,45,71
JBLU,5.65,69,-2.59,-57,33,66,C,5,D,B,20,31606
LTM,52.26,69,-0.31,-35,40,48,E,34,A,B,73,760
LUV,44.26,69,-1.36,-50,69,66,E,94,C,B,0,5975
RJET,20.33,69,-1.21,-52,24,34,E,14,C,B,70,147
RYAAY,58.81,69,-0.61,-61,34,32,E,32,A,B,18,1326
SKYW,107.58,69,-0.72,-54,58,61,B+,18,A,B,55,446
SRFM,0.73,69,-8.22,-51,16,3,C-,53,E,B,0,6702
UAL,125.34,69,-0.8,-28,68,81,D,42,B,B,27,4728
ULCC,6.69,69,-1.91,-57,53,89,D,34,D,B,10,4143
VLRS,7.88,69,-1.75,37,19,52,E,6,D,B,25,617
AAPL,305.93,70,0.22,-51,80,58,D,89,A,B,0,58887
FOXX,2.57,70,-0.61,-100,,,D-,,,B,29,1962
FXHO,11.19,70,-7.75,-92,33,18,C+,65,E,B,80,433
MSI,466.51,70,0.32,-40,92,68,B,85,A,B,20,1005
OOMA,20.83,70,-0.29,-35,92,90,C,97,C,B,60,362
SONM,3.49,70,2.82,-83,,,C+,,,B,14,26
XIACY,16.45,70,-0.24,-8,43,9,B,68,A,B,40,350
ADNT,20.38,71,1.75,21,24,19,D,43,D,B-,69,1070
AEVA,23.28,71,3.84,-28,56,92,C-,29,D,B-,9,2079
ALSN,125.87,71,2.4,-49,71,69,C+,43,A,B-,22,1134
ALV,122.11,71,0.58,-39,70,41,B+,67,B,B-,62,725
AMTY,0.03,71,-7.48,-65,,,B-,,,B-,0,12
APELY,27.71,71,0.47,-75,39,48,A-,7,C,B-,12,0
APTV,49.56,71,0.79,-99,30,15,E,73,C,B-,91,3553
ARBE,0.8,71,3.8,-8,26,12,A-,47,D,B-,8,1797
ATMU,51.01,71,2.45,-1,48,30,E,71,A,B-,25,794
AUR,6.99,71,2.19,-36,39,59,A,18,E,B-,0,27049
BRDCY,12.84,71,-0.62,293,85,73,B+,83,C,B-,56,193
BWA,68.66,71,1.16,-51,73,81,E,80,C,B-,47,2679
CAAS,4.72,71,0.32,69,85,46,A,92,B,B-,97,23
CPS,28.45,71,4.48,12,9,28,E,3,E,B-,30,177
CREVF,,71,,-100,,,E,,,B-,17,0
CVR,10.33,71,,105,,,E,,,B-,28,2
CYATY,20.39,71,-1.64,-77,47,60,E,38,A,B-,75,851
DAN,30.35,71,0.07,-4,23,49,D,7,D,B-,36,1768
DCH,6.73,71,-0.3,-47,57,40,B,71,D,B-,88,3701
DORM,136.39,71,2.49,-57,72,51,D,88,B,B-,38,327
ELVA,7.95,71,4.74,-46,26,36,E,19,B,B-,3,1168
FAC,5.16,71,-10.26,-37,9,5,C,19,E,B-,2,512
FRSX,1.3,71,-1.52,-99,,,B,,,B-,6,1227
GNTX,23.87,71,0.72,-40,57,38,C-,68,A,B-,59,2626
GT,6.11,71,-1.13,-3,8,25,D-,6,E,B-,25,10354
GTEC,0.71,71,-1.39,614,,,A+,,,B-,94,417
GTX,29,71,1.08,-15,46,76,E,42,D,B-,34,2598
HLLY,3.11,71,4.01,7,67,42,B,96,D,B-,78,911
HSAI,18.21,71,-5.6,24,37,13,B,51,B,B-,6,1726
INVZ,0.37,71,-6.36,51,6,2,E,19,D,B-,13,3584
KDK,4.16,71,1.59,-24,4,4,E,18,E,B-,98,1197
LCII,106.1,71,-0.97,-63,46,25,E,92,B,B-,50,490
LEA,124.95,71,1.88,-54,47,35,E,78,C,B-,84,674
LIDR,1.31,71,2.34,-37,21,8,C-,62,D,B-,4,1084
MEC,24.09,71,2.95,-52,24,55,E,9,D,B-,26,651
MGA,70.24,71,1.1,-37,89,83,B-,90,C,B-,72,1257
MGDDY,20,71,-0.38,472,42,56,D+,17,C,B-,41,109
MPAA,12.46,71,0.56,-19,20,38,E,19,D,B-,9,143
PATK,86.06,71,-0.46,-14,19,16,E,43,C,B-,19,659
PHIN,74.49,71,1.04,17,53,51,E,75,C,B-,44,406
PLOW,42.28,71,0.86,-28,69,52,E,93,A,B-,28,292
PONY,8.14,71,-2.28,-19,23,11,B,39,D,B-,96,3787
QS,6.19,71,0.49,-38,13,8,C-,41,E,B-,0,24332
SMP,38.94,71,0.8,0,54,36,D-,71,B,B-,81,142
SRI,7.19,71,1.84,-46,15,34,E,20,E,B-,21,245
STRT,83.34,71,3.14,20,54,70,D-,37,C,B-,66,88
THRM,44,71,2.16,-7,87,86,B,81,C,B-,31,444
TWI,6.9,71,1.62,1,15,17,E,37,D,B-,32,523
VC,108.22,71,0.91,-69,41,32,D+,49,C,B-,53,587
VGNT,46.2,71,1.45,-32,46,57,C,37,E,B-,53,1419
VIVO,4.87,71,6.1,-50,56,87,C-,49,E,B-,2,1148
VLEEY,8.4,71,0.1,-22,49,78,A-,11,D,B-,42,5
WKHS,3.06,71,0.66,77,,,D+,,,B-,11,113
WKSP,0.7,71,2.42,-99,,,C,,,B-,15,6961
XPEL,50,71,-0.54,-25,90,77,B+,81,A,B-,16,257
ACM,63.11,72,-0.79,5,26,11,D,57,C,B-,88,1893
AGX,578.22,72,3.46,-28,81,69,E,98,A,B-,17,351
APG,43.95,72,1.08,-45,78,51,C+,91,B,B-,67,2956
BBCP,9.6,72,1.8,-69,57,91,E,51,D,B-,4,361
BOUYY,10.95,72,0.27,-79,22,39,E,23,D,B-,96,134
CDNL,39.42,72,13.73,70,18,44,E,8,C,B-,54,799
ECG,141.04,72,2.57,-47,65,65,E,63,A,B-,58,618
EME,836.29,72,0.61,-48,74,48,E,94,A,B-,62,456
FER,64.13,72,-0.59,-44,34,32,E,42,B,B-,8,1660
FLR,52.37,72,0.08,-29,51,70,E,47,D,B-,71,2619
GVA,127.1,72,2.8,-23,24,38,E,11,B,B-,20,951
IBP,240.23,72,-2.38,-53,46,45,E,58,B,B-,79,434
IESC,756.18,72,1.03,-48,93,89,E,98,A,B-,38,260
J,144.66,72,0.52,-16,71,56,A,69,C,B-,83,1092
JLHL,7.19,72,-5.52,-94,26,56,C,6,D,B-,25,3352
LGN,66.38,72,4.96,7,24,56,E,17,D,B-,43,1496
MSGY,2.75,72,-3.51,-93,,,E,,,B-,9,981
MTZ,297.59,72,4.01,35,67,48,E,98,B,B-,42,1344
MWH,32,72,-2.23,2,13,23,D,9,E,B-,26,2069
MYRG,334.39,72,2.17,-51,66,53,E,97,B,B-,50,308
OFAL,1.09,72,-33.13,-69,,,D+,,,B-,,4241
ONEG,1.07,72,3.38,-85,2,13,E,1,E,B-,6,522
ORN,9.93,72,2.58,-51,17,21,E,24,C,B-,33,562
PHOE,22.3,72,1.18,-19,38,90,E,7,B,B-,0,38
PRIM,83.3,72,3,-45,20,8,E,49,B,B-,75,2007
PWR,685.78,72,1.93,-43,79,64,E,97,A,B-,12,1249
ROAD,121.55,72,2.49,-50,75,35,C,97,A,B-,21,1003
SHIM,3.71,72,-0.54,168,34,43,E,72,E,B-,14,114
SKK,4.3,72,-6.22,-98,,,D+,,,B-,23,17
SKYH,10.26,72,-6.73,142,43,51,B-,19,B,B-,3,173
SLND,0.59,72,10.11,-86,,,D,,,B-,11,4827
STRL,576.48,72,4.22,-40,73,55,E,99,A,B-,46,848
TPC,96.82,72,2.27,-58,76,84,C,51,B,B-,29,782
VATE,7.96,72,5.99,-58,46,53,D,64,D,B-,17,459
WLDN,86.4,72,1.98,-39,59,18,D,98,A,B-,92,318
ZDAI,1.62,72,-4.42,-89,,,E,,,B-,0,532
CGBD,11.35,73,-0.18,0,33,29,A,20,C,B-,43,591
CION,7.43,73,-1.98,-17,37,31,A,35,C,B-,86,603
DXF,0.51,73,-4.94,-96,,,C,,,B-,12,6790
GSBD,9.85,73,-0.81,-15,44,47,A+,25,C,B-,57,982
MFIN,11.48,73,0.44,-20,80,73,A+,35,B,B-,14,89
MSDL,15.46,73,-0.71,-18,35,34,A+,16,C,B-,29,527
RWAY,6.92,73,-0.72,16,37,23,A+,44,C,B-,71,644
TSLX,18.77,73,-2.09,-18,41,32,A,30,C,B-,0,618
AMC,2.5,74,-4.94,-72,47,77,A-,18,D,B-,43,46880
BATRA,57.33,74,1.13,-18,48,69,C,13,D,B-,28,63
BATRB,71,74,1.43,305,55,79,C,15,D,B-,28,0
BATRK,53.58,74,0.79,-27,49,72,C-,13,D,B-,28,589
BODI,7.03,74,7.66,51,19,28,E,43,D,B-,85,38
CAR,137.85,74,0.63,-58,9,33,D-,11,E,B-,15,621
CCL,28.12,74,-1.06,-30,49,42,E,50,A,B-,74,21299
CNK,37.38,74,-0.74,-25,92,92,A+,57,A,B-,44,2594
DIDIY,4,74,2.3,72,35,30,A+,30,C,B-,55,5315
ENHA,1.96,74,-21.6,343,6,2,E,33,E,B-,33,921
FBYD,9.86,74,-3.71,-58,31,49,E,30,B,B-,98,148
FUN,16.4,74,-1.68,-61,8,15,E,16,D,B-,24,2405
GDHG,1.34,74,-2.9,-99,17,6,D-,65,D,B-,19,475
GRAB,3.62,74,-2.16,-60,55,21,B+,82,B,B-,33,49730
HGV,45.93,74,2.27,-33,57,41,D-,81,C,B-,70,1304
HTZ,2.24,74,-4.48,20,23,3,C,60,E,B-,38,34472
INSE,6.22,74,-0.16,-34,6,14,E,14,E,B-,53,141
KUKEY,0.01,74,2.86,-79,,,D-,,,B-,3,9
KUST,1.23,74,-10.22,-99,,,B+,,,B-,31,8388
LFS,2.42,74,12.04,5334,33,46,E,51,C,B-,59,1200
LIND,33.58,74,-2.61,10,89,98,B+,69,C,B-,69,899
LLYVA,104.99,74,0.78,-33,38,70,C,5,E,B-,5,235
LLYVB,95.45,74,-5.5,89,19,40,C,5,E,B-,5,0
LLYVK,108.86,74,0.92,-45,40,72,C,6,E,B-,5,404
